source,target,created_at,is_reciprocal
01c5031b-8af9-45ac-8272-d0a29cc1c4f0,6e26bb99-1465-4cb9-acca-5504263941bb,2025-12-20 03:37:55.342821+00,true
9a64e45d-6765-4465-aeb2-1a89f641c0ac,6374fa3b-1314-44db-a25e-d86ab50af1de,2025-10-27 14:42:19.74398+00,false
9a64e45d-6765-4465-aeb2-1a89f641c0ac,63731881-bc3f-4e37-b6b4-82a9012dd2fe,2025-10-27 14:44:53.180467+00,false
9a64e45d-6765-4465-aeb2-1a89f641c0ac,0359ac16-7ed8-4ba8-ba05-06864be45af0,2025-10-27 14:45:11.79775+00,false
36aa39a2-d4fd-4798-a1c9-9d8bafb8fda0,5e23281d-3f3a-47d5-a477-a32cbed8a2df,2025-10-27 23:51:13.04333+00,true
5e23281d-3f3a-47d5-a477-a32cbed8a2df,36aa39a2-d4fd-4798-a1c9-9d8bafb8fda0,2025-10-27 23:51:27.846456+00,true
a7125370-6812-4da2-8b88-10187c3742b5,ce61d6a3-e7a7-4558-aec5-000927d1c68a,2025-10-28 09:51:30.265933+00,false
a7125370-6812-4da2-8b88-10187c3742b5,7f33fb7a-127d-47b9-815f-edf4ee376f2a,2025-10-28 09:53:54.068648+00,false
a7125370-6812-4da2-8b88-10187c3742b5,c3ddb888-66e9-40b2-878e-c2970a382174,2025-10-28 09:54:13.677222+00,false
005d5612-386a-450d-829f-e9d7a71767a6,598e7a87-e904-4023-9e99-c5b04e251a5d,2025-10-28 17:27:52.674681+00,true
005d5612-386a-450d-829f-e9d7a71767a6,6374fa3b-1314-44db-a25e-d86ab50af1de,2025-10-28 17:34:19.352617+00,false
5f91fb35-a940-4754-a5d3-f683ade1aab5,e3289856-3c58-4af6-bca6-5ae1f1fac2d5,2025-10-28 23:03:08.10544+00,true
e3289856-3c58-4af6-bca6-5ae1f1fac2d5,5f91fb35-a940-4754-a5d3-f683ade1aab5,2025-10-28 23:03:17.330478+00,true
a7125370-6812-4da2-8b88-10187c3742b5,b8ed619d-f0bc-4d30-bad9-2d2dc1e67c60,2025-11-01 00:04:44.307296+00,false
6a50d8d9-cc0d-4523-9cb5-c68b208c49c5,c2737fec-de62-4a25-accc-83ae0d362e6c,2026-01-09 04:16:59.400616+00,true
598e7a87-e904-4023-9e99-c5b04e251a5d,e361e530-5b9f-4253-b133-08a5f2d49d0d,2026-01-24 15:53:02.496954+00,false
dbbffdbf-6941-4775-ba60-1dd2688542d6,96291720-14e7-4c0e-84b0-9224d68f48aa,2026-05-04 07:24:16.919476+00,true
